GenBank Accession	TAIR7 Locus	Tested in AD	Tested in DB	Vector type 1	Vector type 2
AY096752	AT5G18040		DB	pENTR Sfi (SpecR)	
AY096753	AT1G20780		DB	pENTR Sfi (SpecR)	
AY096754	AT5G56250	AD		pENTR Sfi (SpecR)	
AY096755	AT5G66000	AD		pENTR Sfi (SpecR)	
AY096756	AT5G46420	AD	DB	pENTR Sfi (SpecR)	
AY096757	AT3G61150	AD		pENTR Sfi (SpecR)	
AY097337	AT4G30280	AD	DB	pENTR Sfi (SpecR)	
AY097338	AT3G55330	AD	DB	pENTR Sfi (SpecR)	
AY097339	AT1G02390	AD	DB	pENTR Sfi (SpecR)	
AY097340	AT1G65930	AD	DB	pENTR Sfi (SpecR)	
AY097341	AT2G26190	AD	DB	pENTR Sfi (SpecR)	
AY097342	AT3G03950	AD	DB	pENTR Sfi (SpecR)	
AY097343	AT3G13320	AD	DB	pENTR Sfi (SpecR)	
AY097344	AT1G74960	AD	DB	pENTR Sfi (SpecR)	
AY097345	AT4G26650	AD		pENTR Sfi (SpecR)	
AY097346	AT4G03420	AD	DB	pENTR Sfi (SpecR)	
AY097347	AT5G23820	AD	DB	pENTR Sfi (SpecR)	
AY097348	AT1G67740	AD	DB	pENTR Sfi (SpecR)	
AY097349	AT2G35370		DB	pENTR Sfi (SpecR)	
AY097350	AT2G20740	AD	DB	pENTR Sfi (SpecR)	
AY097351	AT2G47320	AD	DB	pENTR Sfi (SpecR)	
AY097352	AT1G06760	AD	DB	pENTR Sfi (SpecR)	
AY097353	AT4G31410	AD	DB	pENTR Sfi (SpecR)	
AY097354	AT5G47570	AD	DB	pENTR Sfi (SpecR)	
AY097355	AT1G15220	AD	DB	pENTR Sfi (SpecR)	
AY097356	AT4G15470	AD	DB	pENTR Sfi (SpecR)	
AY097357	AT4G36780	AD	DB	pENTR Sfi (SpecR)	
AY097358	AT4G12030	AD	DB	pENTR Sfi (SpecR)	
AY097360	AT1G11840	AD	DB	pENTR Sfi (SpecR)	
AY097361	AT1G50450	AD	DB	pENTR Sfi (SpecR)	
AY097362	AT5G45130	AD	DB	pENTR Sfi (SpecR)	
AY097363	AT5G08535	AD	DB	pENTR Sfi (SpecR)	
AY097365	AT1G52220	AD	DB	pENTR Sfi (SpecR)	
AY097367	AT2G06050	AD	DB	pENTR Sfi (SpecR)	
AY097368	AT5G14800	AD	DB	pENTR Sfi (SpecR)	
AY097371	AT1G08460	AD	DB	pENTR Sfi (SpecR)	
AY097372	AT2G24860	AD	DB	pENTR Sfi (SpecR)	
AY097373	AT4G04800	AD	DB	pENTR Sfi (SpecR)	
AY097374	AT3G23830	AD	DB	pENTR Sfi (SpecR)	
AY097375	AT5G10980	AD	DB	pENTR Sfi (SpecR)	
AY097376	AT1G54410	AD	DB	pENTR Sfi (SpecR)	
AY097377	AT3G14600	AD	DB	pENTR Sfi (SpecR)	
AY097378	AT2G41800	AD	DB	pENTR Sfi (SpecR)	
AY097379	AT3G13440	AD	DB	pENTR Sfi (SpecR)	
AY097380	AT3G53630	AD	DB	pENTR Sfi (SpecR)	
AY097381	AT4G36800	AD	DB	pENTR Sfi (SpecR)	
AY097382	AT1G16240	AD	DB	pENTR Sfi (SpecR)	
AY097383	AT1G62480	AD	DB	pENTR Sfi (SpecR)	
AY097384	AT1G17080	AD	DB	pENTR Sfi (SpecR)	
AY097385	AT1G20696	AD	DB	pENTR Sfi (SpecR)	
AY097386	AT2G33250	AD	DB	pENTR Sfi (SpecR)	
AY097387	AT5G49210	AD	DB	pENTR Sfi (SpecR)	
AY097388	AT3G27330	AD	DB	pENTR Sfi (SpecR)	
AY097389	AT3G20370	AD	DB	pENTR Sfi (SpecR)	
AY097390	AT2G23310	AD	DB	pENTR Sfi (SpecR)	
AY097391	AT2G42750	AD	DB	pENTR Sfi (SpecR)	
AY097392	AT1G02930	AD	DB	pENTR Sfi (SpecR)	
AY097394	AT4G28140	AD	DB	pENTR Sfi (SpecR)	
AY097395	AT1G33800	AD	DB	pENTR Sfi (SpecR)	
AY097397	AT3G57090	AD	DB	pENTR Sfi (SpecR)	
AY097398	AT3G61430	AD	DB	pENTR Sfi (SpecR)	
AY097399	AT5G64130	AD	DB	pENTR Sfi (SpecR)	
AY097400	AT5G03500	AD	DB	pENTR Sfi (SpecR)	
AY097401	AT1G29500	AD	DB	pENTR Sfi (SpecR)	
AY097402	AT3G03990	AD	DB	pENTR Sfi (SpecR)	
AY097403	AT3G29350	AD	DB	pENTR Sfi (SpecR)	
AY097405	AT3G23600		DB	pENTR Sfi (SpecR)	
AY097407	AT2G02850	AD	DB	pENTR Sfi (SpecR)	
AY097408	AT2G32765	AD	DB	pENTR Sfi (SpecR)	
AY097412	AT2G31440	AD	DB	pENTR Sfi (SpecR)	
AY097413	AT1G61590	AD	DB	pENTR Sfi (SpecR)	
AY097414	AT3G19980	AD	DB	pENTR Sfi (SpecR)	
AY097415	AT4G33380	AD	DB	pENTR Sfi (SpecR)	
AY097416	AT4G17800	AD	DB	pENTR Sfi (SpecR)	
AY097417	AT3G49680	AD	DB	pENTR Sfi (SpecR)	
AY097418	AT2G17710	AD	DB	pENTR Sfi (SpecR)	
AY097419	AT5G58640	AD	DB	pENTR Sfi (SpecR)	
AY097420	AT1G71940	AD	DB	pENTR Sfi (SpecR)	
AY097421	AT4G39940	AD	DB	pENTR Sfi (SpecR)	
AY097422	AT4G13180	AD	DB	pENTR Sfi (SpecR)	
AY097423	AT3G22840	AD	DB	pENTR Sfi (SpecR)	
AY097424	AT5G45670	AD	DB	pENTR Sfi (SpecR)	
AY097425	AT2G33430	AD	DB	pENTR Sfi (SpecR)	
AY097426	AT4G37200		DB	pENTR Sfi (SpecR)	
AY097428	AT5G01410	AD	DB	pENTR Sfi (SpecR)	
AY098946	AT1G31300	AD	DB	pENTR Sfi (SpecR)	
AY098947	AT3G08520		DB	pENTR Sfi (SpecR)	
AY098949	AT5G35530	AD	DB	pENTR Sfi (SpecR)	
AY098950	AT1G23830	AD	DB	pENTR Sfi (SpecR)	
AY098951	AT2G44860	AD	DB	pENTR Sfi (SpecR)	
AY098953	AT1G17745	AD	DB	pENTR Sfi (SpecR)	
AY098954	AT5G22550	AD	DB	pENTR Sfi (SpecR)	
AY098955	AT2G18670	AD	DB	pENTR Sfi (SpecR)	
AY098957	AT5G01340	AD	DB	pENTR Sfi (SpecR)	
AY098958	AT4G05050	AD	DB	pENTR Sfi (SpecR)	
AY098960	AT1G27700	AD	DB	pENTR Sfi (SpecR)	
AY098963	AT3G06050	AD	DB	pENTR Sfi (SpecR)	
AY098965	AT2G13840	AD	DB	pENTR Sfi (SpecR)	
AY098966	AT2G44230	AD	DB	pENTR Sfi (SpecR)	
AY098967	AT1G69523	AD	DB	pENTR Sfi (SpecR)	
AY098968	AT5G58110		DB	pENTR Sfi (SpecR)	
AY098971	AT5G44130	AD	DB	pENTR Sfi (SpecR)	
AY098972	AT3G01470	AD	DB	pENTR Sfi (SpecR)	
AY098973	AT4G27280	AD	DB	pENTR Sfi (SpecR)	
AY098975	AT1G77350	AD	DB	pENTR Sfi (SpecR)	
AY098976	AT5G54540	AD	DB	pENTR Sfi (SpecR)	
AY098977	AT5G39670	AD	DB	pENTR Sfi (SpecR)	
AY098978	AT3G61870	AD	DB	pENTR Sfi (SpecR)	
AY098979	AT3G11530		DB	pENTR Sfi (SpecR)	
AY098980	AT1G20140	AD	DB	pENTR Sfi (SpecR)	
AY098983	AT5G07250	AD	DB	pENTR Sfi (SpecR)	
AY098984	AT5G65205	AD	DB	pENTR Sfi (SpecR)	
AY098985	AT1G75630	AD	DB	pENTR Sfi (SpecR)	
AY101514	AT3G60360	AD	DB	pENTR Sfi (SpecR)	
AY101515	AT1G32080	AD	DB	pENTR Sfi (SpecR)	
AY101518	AT4G02290		DB	pENTR Sfi (SpecR)	
AY101519	AT2G16090	AD	DB	pENTR Sfi (SpecR)	
AY101521	AT3G11670	AD		pENTR Sfi (SpecR)	
AY101522	AT1G23880	AD	DB	pENTR Sfi (SpecR)	
AY101523	AT5G14220	AD	DB	pENTR Sfi (SpecR)	
AY101524	AT4G33700	AD	DB	pENTR Sfi (SpecR)	
AY101525	AT5G16320	AD	DB	pENTR Sfi (SpecR)	
AY101526	AT1G07000	AD	DB	pENTR Sfi (SpecR)	
AY101527	AT1G12650	AD	DB	pENTR Sfi (SpecR)	
AY101528	AT5G67540	AD	DB	pENTR Sfi (SpecR)	
AY101529	AT3G18130	AD	DB	pENTR Sfi (SpecR)	
AY101530	AT2G26230	AD	DB	pENTR Sfi (SpecR)	
AY101531	AT1G22850	AD	DB	pENTR Sfi (SpecR)	
AY101532	AT4G12340	AD	DB	pENTR Sfi (SpecR)	
AY101534	AT1G56580	AD	DB	pENTR Sfi (SpecR)	
AY101535	AT1G67750	AD	DB	pENTR Sfi (SpecR)	
AY101537	AT5G42990		DB	pENTR Sfi (SpecR)	
AY101541	AT5G19150	AD	DB	pENTR Sfi (SpecR)	
AY101542	AT1G64850	AD	DB	pENTR Sfi (SpecR)	
AY101543	AT2G34490	AD	DB	pENTR Sfi (SpecR)	
AY101544	AT2G16800	AD	DB	pENTR Sfi (SpecR)	
AY102127	AT3G15350	AD	DB	pENTR Sfi (SpecR)	
AY102129	AT1G73720	AD	DB	pENTR Sfi (SpecR)	
AY102131	AT2G40400	AD	DB	pENTR Sfi (SpecR)	
AY102132	AT4G26670	AD	DB	pENTR Sfi (SpecR)	
AY102133	AT1G01160	AD	DB	pENTR Sfi (SpecR)	
AY102134	AT3G28940	AD	DB	pENTR Sfi (SpecR)	
AY102135	AT1G78410		DB	pENTR Sfi (SpecR)	
AY102137	AT3G11830	AD	DB	pENTR Sfi (SpecR)	
AY102138	AT5G24850	AD		pENTR Sfi (SpecR)	
AY102140	AT2G17040		DB	pENTR Sfi (SpecR)	
AY102141	AT4G18390		DB	pENTR Sfi (SpecR)	
AY102143	AT4G02720	AD	DB	pENTR Sfi (SpecR)	
AY102145	AT1G54100	AD		pENTR Sfi (SpecR)	
AY102146	AT4G13770	AD	DB	pENTR Sfi (SpecR)	
AY102147	AT1G68400	AD	DB	pENTR Sfi (SpecR)	
AY102148	AT1G75110	AD	DB	pENTR Sfi (SpecR)	
AY102149	AT5G27640	AD	DB	pENTR Sfi (SpecR)	
AY102150	AT5G13750	AD	DB	pENTR Sfi (SpecR)	
AY102151	AT1G56110	AD	DB	pENTR Sfi (SpecR)	
AY102152	AT2G33040	AD		pENTR Sfi (SpecR)	
AY102153	AT2G36130	AD	DB	pENTR Sfi (SpecR)	
AY102154	AT5G40270	AD	DB	pENTR Sfi (SpecR)	
AY102155	AT3G12720	AD	DB	pENTR Sfi (SpecR)	
AY102156	AT5G53570	AD	DB	pENTR Sfi (SpecR)	
AY102157	AT5G67220	AD	DB	pENTR Sfi (SpecR)	
AY102158	AT3G11170	AD	DB	pENTR Sfi (SpecR)	
AY102160	AT3G08780	AD	DB	pENTR Sfi (SpecR)	
AY102161	AT4G01940	AD	DB	pENTR Sfi (SpecR)	
AY103296	AT1G36320	AD	DB	pENTR Sfi (SpecR)	
AY103297	AT4G15550	AD	DB	pENTR Sfi (SpecR)	
AY103298	AT2G20585	AD	DB	pENTR Sfi (SpecR)	
AY103299	AT3G27090	AD	DB	pENTR Sfi (SpecR)	
AY103301	AT1G24265	AD	DB	pENTR Sfi (SpecR)	
AY103302	AT5G58730	AD	DB	pENTR Sfi (SpecR)	
AY103303	AT1G75100	AD	DB	pENTR Sfi (SpecR)	
AY103304	AT3G47620	AD	DB	pENTR Sfi (SpecR)	
AY103305	AT5G03380	AD	DB	pENTR Sfi (SpecR)	
AY103306	AT5G51550		DB	pENTR Sfi (SpecR)	
AY103307	AT2G31810	AD	DB	pENTR Sfi (SpecR)	
AY103308	AT5G35430	AD	DB	pENTR Sfi (SpecR)	
AY103309	AT4G30400	AD	DB	pENTR Sfi (SpecR)	
AY103311	AT5G03180	AD	DB	pENTR Sfi (SpecR)	
AY103313	AT4G21990	AD	DB	pENTR Sfi (SpecR)	
AY103314	AT5G58620	AD		pENTR Sfi (SpecR)	
AY113003	AT3G24190	AD	DB	pENTR Sfi (SpecR)	
AY113004	AT2G40630	AD	DB	pENTR Sfi (SpecR)	
AY113005	AT3G25150	AD	DB	pENTR Sfi (SpecR)	
AY113006	AT3G26720	AD	DB	pENTR Sfi (SpecR)	
AY113008	AT5G41370	AD	DB	pENTR Sfi (SpecR)	
AY113009	AT5G59210	AD	DB	pENTR Sfi (SpecR)	
AY113011	AT5G40420	AD	DB	pENTR Sfi (SpecR)	
AY113012	AT1G02120	AD	DB	pENTR Sfi (SpecR)	
AY113013	AT1G47210		DB	pENTR Sfi (SpecR)	
AY113015	AT3G12650	AD	DB	pENTR Sfi (SpecR)	
AY113016	AT5G15820	AD	DB	pENTR Sfi (SpecR)	
AY113017	AT1G73940	AD	DB	pENTR Sfi (SpecR)	
AY113018	AT4G28660	AD	DB	pENTR Sfi (SpecR)	
AY113021	AT3G11397	AD	DB	pENTR Sfi (SpecR)	
AY113022	AT1G79870	AD	DB	pENTR Sfi (SpecR)	
AY113023	AT3G58500	AD	DB	pENTR Sfi (SpecR)	
AY113024	AT4G31860	AD	DB	pENTR Sfi (SpecR)	
AY113025	AT5G57530	AD	DB	pENTR Sfi (SpecR)	
AY113026	AT3G51720	AD	DB	pENTR Sfi (SpecR)	
AY113027	AT3G53350	AD	DB	pENTR Sfi (SpecR)	
AY113028	AT3G27930	AD	DB	pENTR Sfi (SpecR)	
AY113029	AT1G68050	AD	DB	pENTR Sfi (SpecR)	
AY113030	AT1G67840	AD	DB	pENTR Sfi (SpecR)	
AY113032	AT5G35570	AD	DB	pENTR Sfi (SpecR)	
AY113033	AT1G27030	AD	DB	pENTR Sfi (SpecR)	
AY113034	AT3G02540	AD	DB	pENTR Sfi (SpecR)	
AY113035	AT5G36250	AD	DB	pENTR Sfi (SpecR)	
AY113036	AT2G44100	AD	DB	pENTR Sfi (SpecR)	
AY113037	AT2G44200	AD	DB	pENTR Sfi (SpecR)	
AY113039	AT5G38560	AD	DB	pENTR Sfi (SpecR)	
AY113040	AT1G20960	AD	DB	pENTR Sfi (SpecR)	
AY113041	AT5G14250	AD	DB	pENTR Sfi (SpecR)	
AY113043	AT1G57720	AD		pENTR Sfi (SpecR)	
AY113044	AT1G73750	AD	DB	pENTR Sfi (SpecR)	
AY113045	AT4G35790	AD	DB	pENTR Sfi (SpecR)	
AY113047	AT5G42790	AD	DB	pENTR Sfi (SpecR)	
AY113049	AT5G64160	AD	DB	pENTR Sfi (SpecR)	
AY113051	AT1G53910	AD	DB	pENTR Sfi (SpecR)	
AY113052	AT5G39950	AD	DB	pENTR Sfi (SpecR)	
AY113053	AT5G12140	AD	DB	pENTR Sfi (SpecR)	
AY113054	AT3G62460	AD	DB	pENTR Sfi (SpecR)	
AY113056	AT3G12300	AD	DB	pENTR Sfi (SpecR)	
AY113057	AT4G32140	AD	DB	pENTR Sfi (SpecR)	
AY113058	AT2G31370	AD	DB	pENTR Sfi (SpecR)	
AY113059	AT5G50915	AD	DB	pENTR Sfi (SpecR)	
AY113062	AT4G28365	AD	DB	pENTR Sfi (SpecR)	
AY113063	AT1G19940	AD	DB	pENTR Sfi (SpecR)	
AY113064	AT3G06980	AD	DB	pENTR Sfi (SpecR)	
AY113065	AT1G04990	AD	DB	pENTR Sfi (SpecR)	
AY113067	AT1G28130	AD	DB	pENTR Sfi (SpecR)	
AY113069	AT4G33470	AD	DB	pENTR Sfi (SpecR)	
AY113070	AT5G50950	AD	DB	pENTR Sfi (SpecR)	
AY113071	AT4G33030	AD	DB	pENTR Sfi (SpecR)	
AY113073	AT3G27925	AD	DB	pENTR Sfi (SpecR)	
AY113074	AT2G22970	AD	DB	pENTR Sfi (SpecR)	
AY113075	AT1G12850	AD	DB	pENTR Sfi (SpecR)	
AY113163	AT5G06340	AD	DB	pENTR Sfi (SpecR)	
AY113164	AT2G18360	AD	DB	pENTR Sfi (SpecR)	
AY113167	AT4G13510	AD	DB	pENTR Sfi (SpecR)	
AY113169	AT3G01280	AD	DB	pENTR Sfi (SpecR)	
AY113172	AT3G51880	AD	DB	pENTR Sfi (SpecR)	
AY113173	AT5G04990	AD		pENTR Sfi (SpecR)	
AY113175	AT2G40160	AD	DB	pENTR Sfi (SpecR)	
AY113176	AT3G09760	AD	DB	pENTR Sfi (SpecR)	
AY113177	AT5G47750	AD	DB	pENTR Sfi (SpecR)	
AY113850	AT5G13260	AD	DB	pENTR Sfi (SpecR)	
AY113853	AT3G14180	AD	DB	pENTR Sfi (SpecR)	
AY113855	AT2G39870	AD	DB	pENTR Sfi (SpecR)	
AY113857	AT3G16400	AD	DB	pENTR Sfi (SpecR)	
AY113858	AT1G62560	AD	DB	pENTR Sfi (SpecR)	
AY113859	AT5G46190	AD	DB	pENTR Sfi (SpecR)	
AY113860	AT5G50210	AD	DB	pENTR Sfi (SpecR)	
AY113861	AT1G10590	AD	DB	pENTR Sfi (SpecR)	
AY113862	AT5G06160	AD	DB	pENTR Sfi (SpecR)	
AY113863	AT3G06750	AD	DB	pENTR Sfi (SpecR)	
AY113864	AT2G47420	AD	DB	pENTR Sfi (SpecR)	
AY113866	AT3G59980	AD	DB	pENTR Sfi (SpecR)	
AY113867	AT2G03680	AD	DB	pENTR Sfi (SpecR)	
AY113868	AT3G07350	AD	DB	pENTR Sfi (SpecR)	
AY113869	AT3G28740	AD	DB	pENTR Sfi (SpecR)	
AY113870	AT5G15910	AD	DB	pENTR Sfi (SpecR)	
AY113871	AT1G68010	AD	DB	pENTR Sfi (SpecR)	
AY113872	AT3G07720	AD	DB	pENTR Sfi (SpecR)	
AY113873	AT1G21600	AD	DB	pENTR Sfi (SpecR)	
AY113874	AT1G79270	AD	DB	pENTR Sfi (SpecR)	
AY113875	AT4G27350	AD	DB	pENTR Sfi (SpecR)	
AY113877	No mapping	AD	DB	pENTR Sfi (SpecR)	
AY113878	AT3G44110	AD	DB	pENTR Sfi (SpecR)	
AY113879	AT5G44740	AD	DB	pENTR Sfi (SpecR)	
AY113880	AT5G25980	AD	DB	pENTR Sfi (SpecR)	
AY113883	AT2G17033	AD	DB	pENTR Sfi (SpecR)	
AY113885	AT2G40170	AD	DB	pENTR Sfi (SpecR)	
AY113887	AT1G77610	AD	DB	pENTR Sfi (SpecR)	
AY113888	AT5G18580	AD	DB	pENTR Sfi (SpecR)	
AY113889	AT4G38630	AD	DB	pENTR Sfi (SpecR)	
AY113893	AT5G10190	AD	DB	pENTR Sfi (SpecR)	
AY113897	AT3G22620	AD	DB	pENTR Sfi (SpecR)	
AY113898	AT1G30210	AD	DB	pENTR Sfi (SpecR)	
AY113899	AT5G19140	AD	DB	pENTR Sfi (SpecR)	
AY113900	AT4G05530	AD	DB	pENTR Sfi (SpecR)	
AY113905	AT2G41620	AD	DB	pENTR Sfi (SpecR)	
AY113906	AT5G09900		DB	pENTR Sfi (SpecR)	
AY113907	AT5G16080	AD	DB	pENTR Sfi (SpecR)	
AY113908	AT1G22200	AD	DB	pENTR Sfi (SpecR)	
AY113909	AT1G12370	AD	DB	pENTR Sfi (SpecR)	
AY113914	AT1G27980	AD	DB	pENTR Sfi (SpecR)	
AY113915	AT4G30340	AD	DB	pENTR Sfi (SpecR)	
AY113916	AT5G06870	AD	DB	pENTR Sfi (SpecR)	
AY113917	AT3G10670	AD	DB	pENTR Sfi (SpecR)	
AY113918	AT2G29560	AD	DB	pENTR Sfi (SpecR)	
AY113919	AT4G34230	AD	DB	pENTR Sfi (SpecR)	
AY113922	AT1G70410	AD	DB	pENTR Sfi (SpecR)	
AY113923	AT4G25700	AD	DB	pENTR Sfi (SpecR)	
AY113926	AT4G25740	AD	DB	pENTR Sfi (SpecR)	
AY113927	AT4G27120	AD	DB	pENTR Sfi (SpecR)	
AY113928	AT5G57370	AD	DB	pENTR Sfi (SpecR)	
AY113929	AT4G13830	AD	DB	pENTR Sfi (SpecR)	
AY113935	AT3G60130	AD	DB	pENTR Sfi (SpecR)	
AY113936	AT1G47260	AD	DB	pENTR Sfi (SpecR)	
AY113939	AT4G02770	AD	DB	pENTR Sfi (SpecR)	
AY113942	AT4G18905	AD	DB	pENTR Sfi (SpecR)	
AY113943	AT3G54170	AD	DB	pENTR Sfi (SpecR)	
AY113945	AT5G23130	AD	DB	pENTR Sfi (SpecR)	
AY113947	AT3G07780	AD	DB	pENTR Sfi (SpecR)	
AY113948	AT4G04955	AD	DB	pENTR Sfi (SpecR)	
AY113949	AT3G53270	AD	DB	pENTR Sfi (SpecR)	
AY113955	AT3G27350	AD	DB	pENTR Sfi (SpecR)	
AY113957	AT3G15310	AD	DB	pENTR Sfi (SpecR)	
AY113959	AT4G38040	AD	DB	pENTR Sfi (SpecR)	
AY113960	AT1G79050	AD	DB	pENTR Sfi (SpecR)	
AY113962	AT2G05990	AD	DB	pENTR Sfi (SpecR)	
AY113964	AT2G45790	AD	DB	pENTR Sfi (SpecR)	
AY113965	AT1G26160	AD	DB	pENTR Sfi (SpecR)	
AY113966	AT1G14345	AD		pENTR Sfi (SpecR)	
AY113967	AT3G07630	AD	DB	pENTR Sfi (SpecR)	
AY113968	AT3G42725	AD	DB	pENTR Sfi (SpecR)	
AY113969	AT1G04350	AD	DB	pENTR Sfi (SpecR)	
AY113970	AT1G30750	AD	DB	pENTR Sfi (SpecR)	
AY113971	AT1G75950		DB	pENTR Sfi (SpecR)	
AY113973	AT2G47960	AD	DB	pENTR Sfi (SpecR)	
AY113976	AT2G16070	AD	DB	pENTR Sfi (SpecR)	
AY113979	AT1G10670	AD	DB	pENTR Sfi (SpecR)	
AY113982	AT4G08150	AD	DB	pENTR Sfi (SpecR)	
AY113983	AT4G31700	AD	DB	pENTR Sfi (SpecR)	
AY113985	AT4G00660	AD	DB	pENTR Sfi (SpecR)	
AY113986	AT1G35670	AD	DB	pENTR Sfi (SpecR)	
AY113990	AT3G03220	AD	DB	pENTR Sfi (SpecR)	
AY113991	AT3G54220	AD	DB	pENTR Sfi (SpecR)	
AY113995	AT2G42710	AD	DB	pENTR Sfi (SpecR)	
AY113997	AT5G14430	AD	DB	pENTR Sfi (SpecR)	
AY113998	AT3G53900	AD	DB	pENTR Sfi (SpecR)	
AY114000	AT1G51520	AD	DB	pENTR Sfi (SpecR)	
AY114001	AT5G12470	AD	DB	pENTR Sfi (SpecR)	
AY114003	AT3G18620	AD		pENTR Sfi (SpecR)	
AY114004	AT5G19350	AD	DB	pENTR Sfi (SpecR)	
AY114005	AT1G75200	AD	DB	pENTR Sfi (SpecR)	
AY114006	AT5G57660	AD	DB	pENTR Sfi (SpecR)	
AY114008	AT4G01310	AD	DB	pENTR Sfi (SpecR)	
AY114010	AT2G13360	AD	DB	pENTR Sfi (SpecR)	
AY114011	AT5G38650	AD	DB	pENTR Sfi (SpecR)	
AY114012	AT4G30996	AD		pENTR Sfi (SpecR)	
AY114013	AT5G47200	AD	DB	pENTR Sfi (SpecR)	
AY114016	AT2G44520	AD	DB	pENTR Sfi (SpecR)	
AY114017	AT5G43960	AD	DB	pENTR Sfi (SpecR)	
AY114018	AT3G47640	AD	DB	pENTR Sfi (SpecR)	
AY114019	AT4G31810	AD	DB	pENTR Sfi (SpecR)	
AY114020	AT3G56310	AD	DB	pENTR Sfi (SpecR)	
AY114021	AT1G19800	AD		pENTR Sfi (SpecR)	
AY114023	AT3G62410	AD	DB	pENTR Sfi (SpecR)	
AY114024	AT3G45030	AD		pENTR Sfi (SpecR)	
AY114025	AT1G47740	AD	DB	pENTR Sfi (SpecR)	
AY114026	AT3G54970	AD		pENTR Sfi (SpecR)	
AY114029	AT5G17190	AD	DB	pENTR Sfi (SpecR)	
AY114031	AT5G57440	AD	DB	pENTR Sfi (SpecR)	
AY114032	AT2G16370	AD	DB	pENTR Sfi (SpecR)	
AY114034	AT3G21520	AD	DB	pENTR Sfi (SpecR)	
AY114035	AT5G63600	AD	DB	pENTR Sfi (SpecR)	
AY114037	AT1G79630	AD	DB	pENTR Sfi (SpecR)	
AY114039	AT1G78960	AD	DB	pENTR Sfi (SpecR)	
AY114040	AT1G15920	AD	DB	pENTR Sfi (SpecR)	
AY114041	AT3G52470	AD	DB	pENTR Sfi (SpecR)	
AY114042	AT4G09580	AD	DB	pENTR Sfi (SpecR)	
AY114044	AT2G47060	AD	DB	pENTR Sfi (SpecR)	
AY114045	AT5G53560	AD	DB	pENTR Sfi (SpecR)	
AY114046	AT5G44720	AD	DB	pENTR Sfi (SpecR)	
AY114047	AT2G38000	AD	DB	pENTR Sfi (SpecR)	
AY114048	AT4G29350	AD	DB	pENTR Sfi (SpecR)	
AY114049	AT2G36430	AD	DB	pENTR Sfi (SpecR)	
AY114050	AT4G01200	AD	DB	pENTR Sfi (SpecR)	
AY114051	AT3G57050	AD	DB	pENTR Sfi (SpecR)	
AY114052	AT5G06360	AD		pENTR Sfi (SpecR)	
AY114053	AT5G57940	AD	DB	pENTR Sfi (SpecR)	
AY114055	AT2G25450	AD	DB	pENTR Sfi (SpecR)	
AY114056	AT3G32930	AD	DB	pENTR Sfi (SpecR)	
AY114060	AT4G27800	AD		pENTR Sfi (SpecR)	
AY114061	AT1G63800	AD	DB	pENTR Sfi (SpecR)	
AY114062	AT1G13560	AD	DB	pENTR Sfi (SpecR)	
AY114063	AT5G47420	AD	DB	pENTR Sfi (SpecR)	
AY114064	AT4G26000	AD	DB	pENTR Sfi (SpecR)	
AY114065	AT4G08390	AD	DB	pENTR Sfi (SpecR)	
AY114066	AT1G62660	AD	DB	pENTR Sfi (SpecR)	
AY114068	AT5G06530	AD	DB	pENTR Sfi (SpecR)	
AY114069	AT4G08685	AD	DB	pENTR Sfi (SpecR)	
AY114070	AT1G18330	AD	DB	pENTR Sfi (SpecR)	
AY114071	AT5G07550	AD	DB	pENTR Sfi (SpecR)	
AY114073	AT3G02040	AD	DB	pENTR Sfi (SpecR)	
AY114074	AT1G16410		DB	pENTR Sfi (SpecR)	
AY114077	AT3G24800	AD	DB	pENTR Sfi (SpecR)	
AY114078	AT2G40690	AD	DB	pENTR Sfi (SpecR)	
AY114079	AT1G32550	AD	DB	pENTR Sfi (SpecR)	
AY114080	AT1G63240	AD	DB	pENTR Sfi (SpecR)	
AY114081	AT1G51710	AD	DB	pENTR Sfi (SpecR)	
AY114084	AT1G33230	AD	DB	pENTR Sfi (SpecR)	
AY114085	AT1G27510	AD	DB	pENTR Sfi (SpecR)	
AY114086	AT2G25830	AD	DB	pENTR Sfi (SpecR)	
AY114087	AT5G16510	AD	DB	pENTR Sfi (SpecR)	
AY114541	AT2G03690	AD	DB		pENTR TOPO(KanR)
AY114542	AT1G08360	AD	DB		pENTR TOPO(KanR)
AY114543	AT5G44550	AD	DB		pENTR TOPO(KanR)
AY114545	AT5G15970	AD	DB		pENTR TOPO(KanR)
AY114546	AT5G40370	AD	DB		pENTR TOPO(KanR)
AY114548	AT2G46080	AD	DB		pENTR TOPO(KanR)
AY114549	AT1G65650	AD	DB		pENTR TOPO(KanR)
AY114551	AT1G23730	AD	DB		pENTR TOPO(KanR)
AY114553	AT4G13580	AD	DB		pENTR TOPO(KanR)
AY114554	AT5G67140	AD	DB		pENTR TOPO(KanR)
AY114555	AT2G47920	AD	DB		pENTR TOPO(KanR)
AY114556	AT5G15640	AD	DB		pENTR TOPO(KanR)
AY114557	AT2G39080	AD	DB		pENTR TOPO(KanR)
AY114558	AT3G21220	AD	DB		pENTR TOPO(KanR)
AY114559	AT1G77060	AD	DB		pENTR TOPO(KanR)
AY114560	AT3G28910	AD	DB		pENTR TOPO(KanR)
AY114561	AT1G72370	AD	DB		pENTR TOPO(KanR)
AY114562	AT5G18110	AD	DB		pENTR TOPO(KanR)
